vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,year_stolen,month_stolen,month_name,day_of_week,make_name,make_type,region,country,population,density,vehicle_age,quarter,age_group,is_luxury,is_twowheeler,theft_per_100k,day_order,month_order,quarter_order,age_group_order
3361,Stationwagon,610,2009,LEGACY,Silver,2021-12-18,104,2021,12,Dec,Saturday,Subaru,Standard,Bay of Plenty,New Zealand,347700.0,28.8,12,Q4,11-20 years,0,0,127.98,6,3,4,3
3362,Stationwagon,619,1998,LANDCRUISER,White,2021-12-28,102,2021,12,Dec,Tuesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,23,Q4,20+ years,0,0,96.15,2,3,4,4
3363,Saloon,619,2010,CAMRY,Black,2022-02-26,103,2022,2,Feb,Saturday,Toyota,Standard,Waikato,New Zealand,513800.0,21.5,12,Q1,11-20 years,0,0,71.82,6,5,1,3
3364,Saloon,619,2008,MARKX,Silver,2021-11-24,102,2021,11,Nov,Wednesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q4,11-20 years,0,0,96.15,3,2,4,3
3365,Utility,540,2003,COURIER,Silver,2021-11-01,109,2021,11,Nov,Monday,Ford,Standard,Wellington,New Zealand,543500.0,67.52,18,Q4,11-20 years,0,0,76.72,1,2,4,3
3366,Saloon,619,2011,PRIUS,Blue,2022-02-20,104,2022,2,Feb,Sunday,Toyota,Standard,Bay of Plenty,New Zealand,347700.0,28.8,11,Q1,11-20 years,0,0,127.98,7,5,1,3
3367,Hatchback,576,2005,DEMIO,Grey,2022-04-01,104,2022,4,Apr,Friday,Mazda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,17,Q2,11-20 years,0,0,127.98,5,7,2,3
3368,Hatchback,576,2007,AXELA,White,2022-01-22,103,2022,1,Jan,Saturday,Mazda,Standard,Waikato,New Zealand,513800.0,21.5,15,Q1,11-20 years,0,0,71.82,6,4,1,3
3369,Hatchback,587,2009,TIIDA,Black,2022-03-06,102,2022,3,Mar,Sunday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,0,0,96.15,7,6,1,3
3370,Hatchback,587,2005,TIIDA,Silver,2022-04-02,102,2022,4,Apr,Saturday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q2,11-20 years,0,0,96.15,6,7,2,3
3371,Saloon,619,2006,MARKX,Silver,2022-03-16,114,2022,3,Mar,Wednesday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,16,Q1,11-20 years,0,0,100.76,3,6,1,3
3372,Stationwagon,619,2005,WISH,Grey,2022-03-04,102,2022,3,Mar,Friday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,0,0,96.15,5,6,1,3
3373,Saloon,557,2009,XF,Blue,2022-03-27,102,2022,3,Mar,Sunday,Jaguar,Luxury,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,1,0,96.15,7,6,1,3
3374,Hatchback,550,2006,FIT,Blue,2022-04-05,102,2022,4,Apr,Tuesday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q2,11-20 years,0,0,96.15,2,7,2,3
3375,Hatchback,611,2006,SWIFT,White,2021-12-03,104,2021,12,Dec,Friday,Suzuki,Standard,Bay of Plenty,New Zealand,347700.0,28.8,15,Q4,11-20 years,0,0,127.98,5,3,4,3
3376,Saloon,580,2000,LANCER,White,2021-12-24,102,2021,12,Dec,Friday,Mitsubishi,Standard,Auckland,New Zealand,1695200.0,343.09,21,Q4,20+ years,0,0,96.15,5,3,4,4
3377,Stationwagon,587,2018,X-TRAIL,Black,2022-03-28,103,2022,3,Mar,Monday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,4,Q1,0-5 years,0,0,71.82,1,6,1,1
3378,Stationwagon,587,2004,MURANO,White,2021-12-18,102,2021,12,Dec,Saturday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q4,11-20 years,0,0,96.15,6,3,4,3
3379,Utility,619,2018,HILUX,Silver,2022-03-31,114,2022,3,Mar,Thursday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,4,Q1,0-5 years,0,0,100.76,4,6,1,1
3380,Hatchback,587,2005,NOTE,Grey,2021-10-14,103,2021,10,Oct,Thursday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,16,Q4,11-20 years,0,0,71.82,4,1,4,3
3381,Hatchback,619,2007,SIENTA,White,2022-03-15,102,2022,3,Mar,Tuesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,0,96.15,2,6,1,3
3382,Stationwagon,619,2006,VOXY,Silver,2022-02-13,105,2022,2,Feb,Sunday,Toyota,Standard,Gisborne,New Zealand,52100.0,6.21,16,Q1,11-20 years,0,0,335.89,7,5,1,3
3383,Hatchback,587,2007,TIIDA,Gold,2021-10-09,101,2021,10,Oct,Saturday,Nissan,Standard,Northland,New Zealand,201500.0,16.11,14,Q4,11-20 years,0,0,116.13,6,1,4,3
3384,Saloon,540,2006,FALCON,Silver,2022-01-17,114,2022,1,Jan,Monday,Ford,Standard,Canterbury,New Zealand,655000.0,14.72,16,Q1,11-20 years,0,0,100.76,1,4,1,3
3385,Hatchback,619,2007,VITZ,Silver,2022-04-03,102,2022,4,Apr,Sunday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q2,11-20 years,0,0,96.15,7,7,2,3
3386,Saloon,587,2008,TIIDA,Brown,2022-03-12,103,2022,3,Mar,Saturday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,14,Q1,11-20 years,0,0,71.82,6,6,1,3
3387,Stationwagon,587,2006,TEANA,Green,2022-03-22,102,2022,3,Mar,Tuesday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,0,96.15,2,6,1,3
3388,Utility,619,2018,HILUX,Blue,2022-01-29,102,2022,1,Jan,Saturday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,4,Q1,0-5 years,0,0,96.15,6,4,1,1
3389,Stationwagon,580,1993,PAJERO,Red,2022-01-06,105,2022,1,Jan,Thursday,Mitsubishi,Standard,Gisborne,New Zealand,52100.0,6.21,29,Q1,20+ years,0,0,335.89,4,4,1,4
3390,Light Van,540,2018,TRANSIT,White,2021-10-14,102,2021,10,Oct,Thursday,Ford,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q4,0-5 years,0,0,96.15,4,1,4,1
3391,Saloon,512,2008,320I,Blue,2022-01-26,102,2022,1,Jan,Wednesday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,14,Q1,11-20 years,1,0,96.15,3,4,1,3
3392,Hatchback,610,2008,IMPREZA,Black,2022-04-05,114,2022,4,Apr,Tuesday,Subaru,Standard,Canterbury,New Zealand,655000.0,14.72,14,Q2,11-20 years,0,0,100.76,2,7,2,3
3393,Hatchback,611,2006,SWIFT,Silver,2022-01-06,102,2022,1,Jan,Thursday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,0,96.15,4,4,1,3
3394,Utility,619,2005,HILUX,Silver,2022-03-20,111,2022,3,Mar,Sunday,Toyota,Standard,Nelson,New Zealand,54500.0,129.15,17,Q1,11-20 years,0,0,168.81,7,6,1,3
3395,Stationwagon,580,2008,OUTLANDER,Grey,2022-02-11,114,2022,2,Feb,Friday,Mitsubishi,Standard,Canterbury,New Zealand,655000.0,14.72,14,Q1,11-20 years,0,0,100.76,5,5,1,3
3396,Saloon,548,2000,VX COMMODORE,Silver,2022-03-29,103,2022,3,Mar,Tuesday,Holden,Standard,Waikato,New Zealand,513800.0,21.5,22,Q1,20+ years,0,0,71.82,2,6,1,4
3397,Hatchback,633,2005,GOLF,Black,2022-02-13,102,2022,2,Feb,Sunday,Volkswagen,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,0,0,96.15,7,5,1,3
3398,Saloon,587,2011,TIIDA,Silver,2022-02-14,103,2022,2,Feb,Monday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,11,Q1,11-20 years,0,0,71.82,1,5,1,3
3399,Utility,587,2006,NAVARA,Blue,2022-03-17,102,2022,3,Mar,Thursday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,0,96.15,4,6,1,3
3400,Stationwagon,576,2008,PREMACY,Silver,2021-10-08,101,2021,10,Oct,Friday,Mazda,Standard,Northland,New Zealand,201500.0,16.11,13,Q4,11-20 years,0,0,116.13,5,1,4,3
3401,Utility,580,2018,TRITON,White,2021-10-31,114,2021,10,Oct,Sunday,Mitsubishi,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q4,0-5 years,0,0,100.76,7,1,4,1
3402,Stationwagon,540,2005,TERRITORY,Black,2022-01-12,114,2022,1,Jan,Wednesday,Ford,Standard,Canterbury,New Zealand,655000.0,14.72,17,Q1,11-20 years,0,0,100.76,3,4,1,3
3403,Stationwagon,576,2007,PREMACY,Grey,2022-02-28,105,2022,2,Feb,Monday,Mazda,Standard,Gisborne,New Zealand,52100.0,6.21,15,Q1,11-20 years,0,0,335.89,1,5,1,3
3404,Utility,576,2009,BT-50,Red,2021-12-19,104,2021,12,Dec,Sunday,Mazda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,12,Q4,11-20 years,0,0,127.98,7,3,4,3
3405,Saloon,512,2005,M5,Black,2021-10-26,114,2021,10,Oct,Tuesday,BMW,Luxury,Canterbury,New Zealand,655000.0,14.72,16,Q4,11-20 years,1,0,100.76,2,1,4,3
3406,Stationwagon,550,1995,ODYSSEY,Red,2022-02-16,102,2022,2,Feb,Wednesday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,27,Q1,20+ years,0,0,96.15,3,5,1,4
3407,Light Van,587,2009,NV200,Grey,2022-01-21,102,2022,1,Jan,Friday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,0,0,96.15,5,4,1,3
3408,Utility,548,2005,CREWMAN,Black,2022-03-21,105,2022,3,Mar,Monday,Holden,Standard,Gisborne,New Zealand,52100.0,6.21,17,Q1,11-20 years,0,0,335.89,1,6,1,3
3409,Stationwagon,619,2008,RAV4,Silver,2022-02-15,105,2022,2,Feb,Tuesday,Toyota,Standard,Gisborne,New Zealand,52100.0,6.21,14,Q1,11-20 years,0,0,335.89,2,5,1,3
3410,Stationwagon,619,1994,HILUX,Blue,2021-12-05,114,2021,12,Dec,Sunday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,27,Q4,20+ years,0,0,100.76,7,3,4,4
3411,Hatchback,619,2009,RAUM,White,2022-02-20,102,2022,2,Feb,Sunday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,0,0,96.15,7,5,1,3
3412,Hatchback,587,1992,BLUEBIRD,White,2022-03-22,115,2022,3,Mar,Tuesday,Nissan,Standard,Otago,New Zealand,246000.0,7.89,30,Q1,20+ years,0,0,56.5,2,6,1,4
3413,Saloon,587,1990,PRIMERA,Red,2022-01-05,103,2022,1,Jan,Wednesday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,32,Q1,20+ years,0,0,71.82,3,4,1,4
3414,Stationwagon,576,2009,ATENZA,White,2021-11-16,102,2021,11,Nov,Tuesday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,12,Q4,11-20 years,0,0,96.15,2,2,4,3
3415,Hatchback,580,2009,COLT,Red,2022-03-30,114,2022,3,Mar,Wednesday,Mitsubishi,Standard,Canterbury,New Zealand,655000.0,14.72,13,Q1,11-20 years,0,0,100.76,3,6,1,3
3416,Stationwagon,523,2002,PT CRUISER,Silver,2022-03-22,102,2022,3,Mar,Tuesday,Chrysler,Standard,Auckland,New Zealand,1695200.0,343.09,20,Q1,11-20 years,0,0,96.15,2,6,1,3
3417,Saloon,548,2004,COMMODORE,Red,2022-04-02,102,2022,4,Apr,Saturday,Holden,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q2,11-20 years,0,0,96.15,6,7,2,3
3418,Light Van,576,2012,BONGO,White,2021-10-14,109,2021,10,Oct,Thursday,Mazda,Standard,Wellington,New Zealand,543500.0,67.52,9,Q4,6-10 years,0,0,76.72,4,1,4,2
3419,Hatchback,550,2009,FIT,Blue,2022-02-22,105,2022,2,Feb,Tuesday,Honda,Standard,Gisborne,New Zealand,52100.0,6.21,13,Q1,11-20 years,0,0,335.89,2,5,1,3
3420,Stationwagon,619,2007,WISH,White,2022-03-27,104,2022,3,Mar,Sunday,Toyota,Standard,Bay of Plenty,New Zealand,347700.0,28.8,15,Q1,11-20 years,0,0,127.98,7,6,1,3
3421,Stationwagon,619,2018,RAV4,White,2021-10-07,102,2021,10,Oct,Thursday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q4,0-5 years,0,0,96.15,4,1,4,1
3422,Hatchback,619,2018,YARIS,White,2022-03-22,102,2022,3,Mar,Tuesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,4,Q1,0-5 years,0,0,96.15,2,6,1,1
3423,Hatchback,611,2007,SWIFT,Red,2022-02-20,108,2022,2,Feb,Sunday,Suzuki,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,15,Q1,11-20 years,0,0,53.83,7,5,1,3
3424,Stationwagon,534,2010,JOURNEY,Black,2021-11-14,102,2021,11,Nov,Sunday,Dodge,Standard,Auckland,New Zealand,1695200.0,343.09,11,Q4,11-20 years,0,0,96.15,7,2,4,3
3425,Hatchback,619,2013,AQUA,Grey,2022-04-05,102,2022,4,Apr,Tuesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,9,Q2,6-10 years,0,0,96.15,2,7,2,2
3426,Hatchback,619,2018,COROLLA,Silver,2022-01-18,102,2022,1,Jan,Tuesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,4,Q1,0-5 years,0,0,96.15,2,4,1,1
3427,Hatchback,633,2007,GOLF,Blue,2022-04-03,102,2022,4,Apr,Sunday,Volkswagen,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q2,11-20 years,0,0,96.15,7,7,2,3
3428,Utility,576,2003,BOUNTY,Silver,2021-11-27,107,2021,11,Nov,Saturday,Mazda,Standard,Taranaki,New Zealand,127300.0,17.55,18,Q4,11-20 years,0,0,87.98,6,2,4,3
3429,Stationwagon,619,2006,ISIS,Silver,2022-04-02,102,2022,4,Apr,Saturday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q2,11-20 years,0,0,96.15,6,7,2,3
3430,Saloon,576,2007,ATENZA,Silver,2022-02-08,106,2022,2,Feb,Tuesday,Mazda,Standard,Hawke's Bay,New Zealand,182700.0,12.92,15,Q1,11-20 years,0,0,54.73,2,5,1,3
3431,Stationwagon,580,2006,OUTLANDER,Grey,2022-03-02,104,2022,3,Mar,Wednesday,Mitsubishi,Standard,Bay of Plenty,New Zealand,347700.0,28.8,16,Q1,11-20 years,0,0,127.98,3,6,1,3
3432,Stationwagon,550,2008,STREAM,Black,2022-04-03,109,2022,4,Apr,Sunday,Honda,Standard,Wellington,New Zealand,543500.0,67.52,14,Q2,11-20 years,0,0,76.72,7,7,2,3
3433,Hatchback,610,2009,IMPREZA,Grey,2021-10-11,109,2021,10,Oct,Monday,Subaru,Standard,Wellington,New Zealand,543500.0,67.52,12,Q4,11-20 years,0,0,76.72,1,1,4,3
3434,Stationwagon,580,2008,OUTLANDER,Silver,2022-02-22,101,2022,2,Feb,Tuesday,Mitsubishi,Standard,Northland,New Zealand,201500.0,16.11,14,Q1,11-20 years,0,0,116.13,2,5,1,3
3435,Stationwagon,507,2011,A6,Blue,2022-03-01,102,2022,3,Mar,Tuesday,Audi,Standard,Auckland,New Zealand,1695200.0,343.09,11,Q1,11-20 years,0,0,96.15,2,6,1,3
3436,Stationwagon,619,1998,CALDINA,Silver,2022-01-25,104,2022,1,Jan,Tuesday,Toyota,Standard,Bay of Plenty,New Zealand,347700.0,28.8,24,Q1,20+ years,0,0,127.98,2,4,1,4
3437,Hatchback,610,2011,IMPREZA,Blue,2022-04-04,108,2022,4,Apr,Monday,Subaru,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,11,Q2,11-20 years,0,0,53.83,1,7,2,3
3438,Hatchback,587,2008,TIIDA,Silver,2022-03-24,102,2022,3,Mar,Thursday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q1,11-20 years,0,0,96.15,4,6,1,3
3439,Stationwagon,580,2005,COLT,Blue,2022-02-21,114,2022,2,Feb,Monday,Mitsubishi,Standard,Canterbury,New Zealand,655000.0,14.72,17,Q1,11-20 years,0,0,100.76,1,5,1,3
3440,Stationwagon,580,2007,DELICA,Brown,2021-11-09,102,2021,11,Nov,Tuesday,Mitsubishi,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,0,96.15,2,2,4,3
3441,Hatchback,550,2008,FIT,White,2022-01-09,102,2022,1,Jan,Sunday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q1,11-20 years,0,0,96.15,7,4,1,3
3442,Saloon,550,2009,INSIGHT,Red,2021-10-18,102,2021,10,Oct,Monday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,12,Q4,11-20 years,0,0,96.15,1,1,4,3
3443,Hatchback,550,2007,CROSSROAD,White,2022-03-31,108,2022,3,Mar,Thursday,Honda,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,15,Q1,11-20 years,0,0,53.83,4,6,1,3
3444,Saloon,619,2018,COROLLA,Red,2022-04-04,102,2022,4,Apr,Monday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,4,Q2,0-5 years,0,0,96.15,1,7,2,1
3445,Stationwagon,619,2003,COROLLA,Silver,2022-03-23,102,2022,3,Mar,Wednesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,19,Q1,11-20 years,0,0,96.15,3,6,1,3
3446,Hatchback,619,2013,AQUA,White,2021-12-30,115,2021,12,Dec,Thursday,Toyota,Standard,Otago,New Zealand,246000.0,7.89,8,Q4,6-10 years,0,0,56.5,4,3,4,2
3447,Hatchback,576,2005,AXELA,Blue,2021-12-02,102,2021,12,Dec,Thursday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,4,3,4,3
3448,Stationwagon,610,2006,FORESTER,Silver,2022-01-14,102,2022,1,Jan,Friday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,0,96.15,5,4,1,3
3449,Utility,540,2005,COURIER,White,2022-01-22,104,2022,1,Jan,Saturday,Ford,Standard,Bay of Plenty,New Zealand,347700.0,28.8,17,Q1,11-20 years,0,0,127.98,6,4,1,3
3450,Hatchback,610,2005,FORESTER,Silver,2022-01-28,114,2022,1,Jan,Friday,Subaru,Standard,Canterbury,New Zealand,655000.0,14.72,17,Q1,11-20 years,0,0,100.76,5,4,1,3
3451,Saloon,587,2005,BLUEBIRD,Black,2022-01-13,114,2022,1,Jan,Thursday,Nissan,Standard,Canterbury,New Zealand,655000.0,14.72,17,Q1,11-20 years,0,0,100.76,4,4,1,3
3452,Utility,587,2018,NAVARA,Orange,2021-12-21,102,2021,12,Dec,Tuesday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q4,0-5 years,0,0,96.15,2,3,4,1
3453,Utility,556,2019,D-MAX,White,2021-11-01,106,2021,11,Nov,Monday,Isuzu,Standard,Hawke's Bay,New Zealand,182700.0,12.92,2,Q4,0-5 years,0,0,54.73,1,2,4,1
3454,Utility,540,2016,RANGER,White,2021-12-26,105,2021,12,Dec,Sunday,Ford,Standard,Gisborne,New Zealand,52100.0,6.21,5,Q4,0-5 years,0,0,335.89,7,3,4,1
3455,Hatchback,587,2011,JUKE,Grey,2022-03-19,102,2022,3,Mar,Saturday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,11,Q1,11-20 years,0,0,96.15,6,6,1,3
3456,Stationwagon,576,2009,PREMACY,Purple,2022-01-07,103,2022,1,Jan,Friday,Mazda,Standard,Waikato,New Zealand,513800.0,21.5,13,Q1,11-20 years,0,0,71.82,5,4,1,3
3457,Hatchback,610,2009,IMPREZA,Black,2022-02-06,102,2022,2,Feb,Sunday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,0,0,96.15,7,5,1,3
3458,Hatchback,619,2007,BLADE,Silver,2022-03-25,102,2022,3,Mar,Friday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,0,96.15,5,6,1,3
3459,Stationwagon,580,2005,OUTLANDER,Silver,2021-12-15,115,2021,12,Dec,Wednesday,Mitsubishi,Standard,Otago,New Zealand,246000.0,7.89,16,Q4,11-20 years,0,0,56.5,3,3,4,3
3460,Utility,548,2003,RODEO 4X4,Silver,2021-11-01,102,2021,11,Nov,Monday,Holden,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q4,11-20 years,0,0,96.15,1,2,4,3
3461,Stationwagon,580,2007,OUTLANDER,Silver,2022-02-18,105,2022,2,Feb,Friday,Mitsubishi,Standard,Gisborne,New Zealand,52100.0,6.21,15,Q1,11-20 years,0,0,335.89,5,5,1,3
3462,Stationwagon,634,2007,V50,Silver,2022-02-15,102,2022,2,Feb,Tuesday,Volvo,Luxury,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,1,0,96.15,2,5,1,3
3463,Hatchback,507,2005,A3,Black,2022-02-26,103,2022,2,Feb,Saturday,Audi,Standard,Waikato,New Zealand,513800.0,21.5,17,Q1,11-20 years,0,0,71.82,6,5,1,3
3464,Hatchback,610,2010,IMPREZA,Silver,2022-03-07,103,2022,3,Mar,Monday,Subaru,Standard,Waikato,New Zealand,513800.0,21.5,12,Q1,11-20 years,0,0,71.82,1,6,1,3
3465,Hatchback,619,2006,COROLLA,Silver,2022-02-05,102,2022,2,Feb,Saturday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,0,96.15,6,5,1,3
3466,Saloon,610,2000,IMPREZA,White,2022-01-30,102,2022,1,Jan,Sunday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,22,Q1,20+ years,0,0,96.15,7,4,1,4
3467,Saloon,512,2008,320I,Blue,2021-11-03,102,2021,11,Nov,Wednesday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,13,Q4,11-20 years,1,0,96.15,3,2,4,3
3468,Hatchback,619,2005,VITZ,Silver,2022-03-11,114,2022,3,Mar,Friday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,17,Q1,11-20 years,0,0,100.76,5,6,1,3
3469,Stationwagon,540,2006,TERRITORY,Silver,2021-11-15,114,2021,11,Nov,Monday,Ford,Standard,Canterbury,New Zealand,655000.0,14.72,15,Q4,11-20 years,0,0,100.76,1,2,4,3
3470,Hatchback,576,2005,DEMIO,Red,2022-04-05,102,2022,4,Apr,Tuesday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q2,11-20 years,0,0,96.15,2,7,2,3
3471,Trailer,623,2008,FACTORY,Silver,2021-11-29,104,2021,11,Nov,Monday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,13,Q4,11-20 years,0,0,127.98,1,2,4,3
3472,Trailer,549,2008,TRAILER,Green,2022-02-26,106,2022,2,Feb,Saturday,Homebuilt,Standard,Hawke's Bay,New Zealand,182700.0,12.92,14,Q1,11-20 years,0,0,54.73,6,5,1,3
3473,Trailer,514,2008,7X4,Silver,2021-11-11,106,2021,11,Nov,Thursday,Briford,Standard,Hawke's Bay,New Zealand,182700.0,12.92,13,Q4,11-20 years,0,0,54.73,4,2,4,3
3474,Trailer,623,2008,FACTORY BUILD,Silver,2021-10-29,105,2021,10,Oct,Friday,Trailer,Standard,Gisborne,New Zealand,52100.0,6.21,13,Q4,11-20 years,0,0,335.89,5,1,4,3
3475,Trailer,623,2008,LITEWEIGHT TIP,Silver,2022-04-03,104,2022,4,Apr,Sunday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,14,Q2,11-20 years,0,0,127.98,7,7,2,3
3476,Trailer,623,2008,FACTORY BUILT,Silver,2022-03-26,111,2022,3,Mar,Saturday,Trailer,Standard,Nelson,New Zealand,54500.0,129.15,14,Q1,11-20 years,0,0,168.81,6,6,1,3
3477,Trailer,623,2008,GENERAL PURPOSE,Grey,2021-12-30,111,2021,12,Dec,Thursday,Trailer,Standard,Nelson,New Zealand,54500.0,129.15,13,Q4,11-20 years,0,0,168.81,4,3,4,3
3478,Trailer,623,2008,WIRECO BUILT,Silver,2022-03-29,104,2022,3,Mar,Tuesday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,14,Q1,11-20 years,0,0,127.98,2,6,1,3
3479,Trailer - Heavy,623,2008,CUSTOM,Silver,2022-03-25,102,2022,3,Mar,Friday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q1,11-20 years,0,0,96.15,5,6,1,3
3480,Hatchback,587,2008,TIIDA,Silver,2022-02-20,102,2022,2,Feb,Sunday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q1,11-20 years,0,0,96.15,7,5,1,3
3481,Saloon,619,2008,MARKX,Silver,2021-10-08,102,2021,10,Oct,Friday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q4,11-20 years,0,0,96.15,5,1,4,3
3482,Saloon,619,2008,MARKX,Silver,2021-10-08,102,2021,10,Oct,Friday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q4,11-20 years,0,0,96.15,5,1,4,3
3483,Hatchback,633,2007,GOLF,Black,2022-03-21,102,2022,3,Mar,Monday,Volkswagen,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,0,96.15,1,6,1,3
3484,Hatchback,619,2005,VITZ,Silver,2022-01-31,103,2022,1,Jan,Monday,Toyota,Standard,Waikato,New Zealand,513800.0,21.5,17,Q1,11-20 years,0,0,71.82,1,4,1,3
3485,Hatchback,580,2007,COLT,White,2022-03-16,102,2022,3,Mar,Wednesday,Mitsubishi,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,0,96.15,3,6,1,3
3486,Stationwagon,610,1996,IMPREZA,Red,2022-01-14,107,2022,1,Jan,Friday,Subaru,Standard,Taranaki,New Zealand,127300.0,17.55,26,Q1,20+ years,0,0,87.98,5,4,1,4
3487,Stationwagon,576,2003,ATENZA,Silver,2021-10-27,109,2021,10,Oct,Wednesday,Mazda,Standard,Wellington,New Zealand,543500.0,67.52,18,Q4,11-20 years,0,0,76.72,3,1,4,3
3488,Stationwagon,534,2008,NITRO,Black,2022-04-02,104,2022,4,Apr,Saturday,Dodge,Standard,Bay of Plenty,New Zealand,347700.0,28.8,14,Q2,11-20 years,0,0,127.98,6,7,2,3
3489,Stationwagon,576,2008,ATENZA,Blue,2021-11-29,109,2021,11,Nov,Monday,Mazda,Standard,Wellington,New Zealand,543500.0,67.52,13,Q4,11-20 years,0,0,76.72,1,2,4,3
3490,Hatchback,611,2009,SWIFT,Red,2021-12-26,114,2021,12,Dec,Sunday,Suzuki,Standard,Canterbury,New Zealand,655000.0,14.72,12,Q4,11-20 years,0,0,100.76,7,3,4,3
3491,Hatchback,611,2009,SX4,Silver,2021-10-27,114,2021,10,Oct,Wednesday,Suzuki,Standard,Canterbury,New Zealand,655000.0,14.72,12,Q4,11-20 years,0,0,100.76,3,1,4,3
3492,Saloon,619,2005,MARKX,Silver,2022-04-01,102,2022,4,Apr,Friday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q2,11-20 years,0,0,96.15,5,7,2,3
