vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,year_stolen,month_stolen,month_name,day_of_week,make_name,make_type,region,country,population,density,vehicle_age,quarter,age_group,is_luxury,is_twowheeler,theft_per_100k,day_order,month_order,quarter_order,age_group_order
2715,Saloon,619,2005,MARKX,Silver,2022-02-13,104,2022,2,Feb,Sunday,Toyota,Standard,Bay of Plenty,New Zealand,347700.0,28.8,17,Q1,11-20 years,0,0,127.98,7,5,1,3
2716,Saloon,576,2005,AXELA,Grey,2022-01-21,103,2022,1,Jan,Friday,Mazda,Standard,Waikato,New Zealand,513800.0,21.5,17,Q1,11-20 years,0,0,71.82,5,4,1,3
2717,Hatchback,576,2005,DEMIO,Silver,2022-02-28,102,2022,2,Feb,Monday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,0,0,96.15,1,5,1,3
2718,Stationwagon,610,1998,IMPREZA,Silver,2022-04-05,114,2022,4,Apr,Tuesday,Subaru,Standard,Canterbury,New Zealand,655000.0,14.72,24,Q2,20+ years,0,0,100.76,2,7,2,4
2719,Stationwagon,548,2014,CAPTIVA,Black,2021-11-28,114,2021,11,Nov,Sunday,Holden,Standard,Canterbury,New Zealand,655000.0,14.72,7,Q4,6-10 years,0,0,100.76,7,2,4,2
2720,Saloon,540,2014,FALCON,White,2021-12-10,115,2021,12,Dec,Friday,Ford,Standard,Otago,New Zealand,246000.0,7.89,7,Q4,6-10 years,0,0,56.5,5,3,4,2
2721,Saloon,587,1995,PULSAR,Silver,2021-12-13,109,2021,12,Dec,Monday,Nissan,Standard,Wellington,New Zealand,543500.0,67.52,26,Q4,20+ years,0,0,76.72,1,3,4,4
2722,Stationwagon,548,2014,CAPTIVA,Gold,2022-03-17,102,2022,3,Mar,Thursday,Holden,Standard,Auckland,New Zealand,1695200.0,343.09,8,Q1,6-10 years,0,0,96.15,4,6,1,2
2723,Utility,540,2006,COURIER,Silver,2022-02-13,104,2022,2,Feb,Sunday,Ford,Standard,Bay of Plenty,New Zealand,347700.0,28.8,16,Q1,11-20 years,0,0,127.98,7,5,1,3
2724,Saloon,507,1998,A4,Silver,2022-01-14,102,2022,1,Jan,Friday,Audi,Standard,Auckland,New Zealand,1695200.0,343.09,24,Q1,20+ years,0,0,96.15,5,4,1,4
2725,Hatchback,576,2005,AXELA,Blue,2022-01-12,104,2022,1,Jan,Wednesday,Mazda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,17,Q1,11-20 years,0,0,127.98,3,4,1,3
2726,Saloon,512,2005,320I,Black,2022-02-10,102,2022,2,Feb,Thursday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,1,0,96.15,4,5,1,3
2727,Saloon,548,2005,COMMODORE,Blue,2022-02-11,103,2022,2,Feb,Friday,Holden,Standard,Waikato,New Zealand,513800.0,21.5,17,Q1,11-20 years,0,0,71.82,5,5,1,3
2728,Stationwagon,576,2006,MPV,White,2021-11-26,102,2021,11,Nov,Friday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q4,11-20 years,0,0,96.15,5,2,4,3
2729,Hatchback,587,2005,TIIDA,Silver,2022-02-28,103,2022,2,Feb,Monday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,17,Q1,11-20 years,0,0,71.82,1,5,1,3
2730,Trail Bike,550,1981,XL250S,Red,2021-12-17,115,2021,12,Dec,Friday,Honda,Standard,Otago,New Zealand,246000.0,7.89,40,Q4,20+ years,0,0,56.5,5,3,4,4
2731,Saloon,555,2014,I40,Silver,2022-03-29,102,2022,3,Mar,Tuesday,Hyundai,Standard,Auckland,New Zealand,1695200.0,343.09,8,Q1,6-10 years,0,0,96.15,2,6,1,2
2732,Saloon,576,2005,ATENZA,White,2022-02-25,109,2022,2,Feb,Friday,Mazda,Standard,Wellington,New Zealand,543500.0,67.52,17,Q1,11-20 years,0,0,76.72,5,5,1,3
2733,Saloon,512,2006,525I,Grey,2021-11-21,103,2021,11,Nov,Sunday,BMW,Luxury,Waikato,New Zealand,513800.0,21.5,15,Q4,11-20 years,1,0,71.82,7,2,4,3
2734,Light Van,619,2007,HIACE,White,2022-01-25,114,2022,1,Jan,Tuesday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,15,Q1,11-20 years,0,0,100.76,2,4,1,3
2735,Hatchback,576,2004,DEMIO,Blue,2022-02-13,102,2022,2,Feb,Sunday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q1,11-20 years,0,0,96.15,7,5,1,3
2736,Utility,619,2005,HILUX,Purple,2021-12-18,103,2021,12,Dec,Saturday,Toyota,Standard,Waikato,New Zealand,513800.0,21.5,16,Q4,11-20 years,0,0,71.82,6,3,4,3
2737,Utility,619,2014,HILUX,Black,2022-01-17,104,2022,1,Jan,Monday,Toyota,Standard,Bay of Plenty,New Zealand,347700.0,28.8,8,Q1,6-10 years,0,0,127.98,1,4,1,2
2738,Hatchback,587,2005,TIIDA,Silver,2021-12-22,102,2021,12,Dec,Wednesday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,3,3,4,3
2739,Flat Deck Truck,587,1993,ATLAS,White,2021-10-12,114,2021,10,Oct,Tuesday,Nissan,Standard,Canterbury,New Zealand,655000.0,14.72,28,Q4,20+ years,0,0,100.76,2,1,4,4
2740,Hatchback,587,2005,TIIDA,Gold,2022-02-17,105,2022,2,Feb,Thursday,Nissan,Standard,Gisborne,New Zealand,52100.0,6.21,17,Q1,11-20 years,0,0,335.89,4,5,1,3
2741,Stationwagon,619,1998,LANDCRUISER,Green,2022-03-07,114,2022,3,Mar,Monday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,24,Q1,20+ years,0,0,100.76,1,6,1,4
2742,Saloon,619,2005,MARKX,Silver,2022-03-30,102,2022,3,Mar,Wednesday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,0,0,96.15,3,6,1,3
2743,Stationwagon,610,2005,LEGACY,White,2022-02-28,102,2022,2,Feb,Monday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,0,0,96.15,1,5,1,3
2744,Hatchback,576,2005,DEMIO,Blue,2022-03-04,104,2022,3,Mar,Friday,Mazda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,17,Q1,11-20 years,0,0,127.98,5,6,1,3
2745,Saloon,576,2004,AXELA,Silver,2022-02-23,104,2022,2,Feb,Wednesday,Mazda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,18,Q1,11-20 years,0,0,127.98,3,5,1,3
2746,Saloon,610,2000,IMPREZA,White,2022-03-12,109,2022,3,Mar,Saturday,Subaru,Standard,Wellington,New Zealand,543500.0,67.52,22,Q1,20+ years,0,0,76.72,6,6,1,4
2747,Hatchback,576,2007,DEMIO,Purple,2022-03-07,101,2022,3,Mar,Monday,Mazda,Standard,Northland,New Zealand,201500.0,16.11,15,Q1,11-20 years,0,0,116.13,1,6,1,3
2748,Stationwagon,587,2006,LAFESTA,White,2022-01-15,105,2022,1,Jan,Saturday,Nissan,Standard,Gisborne,New Zealand,52100.0,6.21,16,Q1,11-20 years,0,0,335.89,6,4,1,3
2749,Stationwagon,633,2003,GOLF,Silver,2022-01-18,101,2022,1,Jan,Tuesday,Volkswagen,Standard,Northland,New Zealand,201500.0,16.11,19,Q1,11-20 years,0,0,116.13,2,4,1,3
2750,Saloon,587,2007,SKYLINE,White,2021-12-08,102,2021,12,Dec,Wednesday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,0,96.15,3,3,4,3
2751,Stationwagon,619,2004,AVENSIS,Silver,2022-03-06,102,2022,3,Mar,Sunday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q1,11-20 years,0,0,96.15,7,6,1,3
2752,Stationwagon,619,2006,RACTIS,Brown,2022-04-04,102,2022,4,Apr,Monday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q2,11-20 years,0,0,96.15,1,7,2,3
2753,Stationwagon,580,1995,PAJERO,White,2022-01-17,102,2022,1,Jan,Monday,Mitsubishi,Standard,Auckland,New Zealand,1695200.0,343.09,27,Q1,20+ years,0,0,96.15,1,4,1,4
2754,Stationwagon,587,2004,ELGRAND,Silver,2022-01-21,109,2022,1,Jan,Friday,Nissan,Standard,Wellington,New Zealand,543500.0,67.52,18,Q1,11-20 years,0,0,76.72,5,4,1,3
2755,Saloon,619,2005,MARKX,White,2022-03-16,103,2022,3,Mar,Wednesday,Toyota,Standard,Waikato,New Zealand,513800.0,21.5,17,Q1,11-20 years,0,0,71.82,3,6,1,3
2756,Stationwagon,610,2005,FORESTER,Green,2022-02-24,109,2022,2,Feb,Thursday,Subaru,Standard,Wellington,New Zealand,543500.0,67.52,17,Q1,11-20 years,0,0,76.72,4,5,1,3
2757,Stationwagon,569,2006,DISCOVERY,Silver,2021-10-19,115,2021,10,Oct,Tuesday,Landrover,Luxury,Otago,New Zealand,246000.0,7.89,15,Q4,11-20 years,1,0,56.5,2,1,4,3
2758,Stationwagon,610,2006,IMPREZA,Blue,2022-04-03,102,2022,4,Apr,Sunday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q2,11-20 years,0,0,96.15,7,7,2,3
2759,Stationwagon,619,2004,WISH,Silver,2022-03-25,101,2022,3,Mar,Friday,Toyota,Standard,Northland,New Zealand,201500.0,16.11,18,Q1,11-20 years,0,0,116.13,5,6,1,3
2760,Utility,587,2014,NAVARA,Silver,2022-03-12,109,2022,3,Mar,Saturday,Nissan,Standard,Wellington,New Zealand,543500.0,67.52,8,Q1,6-10 years,0,0,76.72,6,6,1,2
2761,Stationwagon,576,2004,DEMIO,Blue,2022-03-22,102,2022,3,Mar,Tuesday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q1,11-20 years,0,0,96.15,2,6,1,3
2762,Saloon,587,2006,TIIDA,Silver,2022-02-01,102,2022,2,Feb,Tuesday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,0,96.15,2,5,1,3
2763,Stationwagon,507,2005,A4,Silver,2021-11-29,102,2021,11,Nov,Monday,Audi,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,1,2,4,3
2764,Utility,619,2014,HILUX,White,2022-04-01,106,2022,4,Apr,Friday,Toyota,Standard,Hawke's Bay,New Zealand,182700.0,12.92,8,Q2,6-10 years,0,0,54.73,5,7,2,2
2765,Stationwagon,619,1997,HILUX,Green,2022-01-29,109,2022,1,Jan,Saturday,Toyota,Standard,Wellington,New Zealand,543500.0,67.52,25,Q1,20+ years,0,0,76.72,6,4,1,4
2766,Saloon,512,2003,318I,Silver,2022-04-05,102,2022,4,Apr,Tuesday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,19,Q2,11-20 years,1,0,96.15,2,7,2,3
2767,Light Van,619,2009,HIACE,White,2022-01-10,114,2022,1,Jan,Monday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,13,Q1,11-20 years,0,0,100.76,1,4,1,3
2768,Hatchback,550,2014,JAZZ,Silver,2022-02-19,109,2022,2,Feb,Saturday,Honda,Standard,Wellington,New Zealand,543500.0,67.52,8,Q1,6-10 years,0,0,76.72,6,5,1,2
2769,Stationwagon,550,2005,ODYSSEY,Purple,2021-11-17,102,2021,11,Nov,Wednesday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,3,2,4,3
2770,Stationwagon,619,2014,RAV4,Blue,2022-02-08,114,2022,2,Feb,Tuesday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,8,Q1,6-10 years,0,0,100.76,2,5,1,2
2771,Stationwagon,587,2005,PRESAGE,White,2021-12-29,103,2021,12,Dec,Wednesday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,16,Q4,11-20 years,0,0,71.82,3,3,4,3
2772,Stationwagon,576,2004,ATENZA,White,2022-04-02,102,2022,4,Apr,Saturday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q2,11-20 years,0,0,96.15,6,7,2,3
2773,Stationwagon,587,2005,PRESAGE,Silver,2022-01-16,114,2022,1,Jan,Sunday,Nissan,Standard,Canterbury,New Zealand,655000.0,14.72,17,Q1,11-20 years,0,0,100.76,7,4,1,3
2774,Stationwagon,610,2005,FORESTER,Silver,2021-12-05,102,2021,12,Dec,Sunday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,7,3,4,3
2775,Stationwagon,559,2014,GRAND CHEROKEE,Black,2022-01-27,114,2022,1,Jan,Thursday,Jeep,Standard,Canterbury,New Zealand,655000.0,14.72,8,Q1,6-10 years,0,0,100.76,4,4,1,2
2776,Hatchback,576,2005,DEMIO,Silver,2022-04-01,104,2022,4,Apr,Friday,Mazda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,17,Q2,11-20 years,0,0,127.98,5,7,2,3
2777,Utility,619,2014,HILUX,White,2022-03-26,111,2022,3,Mar,Saturday,Toyota,Standard,Nelson,New Zealand,54500.0,129.15,8,Q1,6-10 years,0,0,168.81,6,6,1,2
2778,Stationwagon,576,2008,ATENZA,Black,2021-10-30,109,2021,10,Oct,Saturday,Mazda,Standard,Wellington,New Zealand,543500.0,67.52,13,Q4,11-20 years,0,0,76.72,6,1,4,3
2779,Saloon,587,2006,TEANA,Gold,2022-03-24,102,2022,3,Mar,Thursday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,0,96.15,4,6,1,3
2780,Hatchback,633,2011,GOLF,White,2022-04-01,102,2022,4,Apr,Friday,Volkswagen,Standard,Auckland,New Zealand,1695200.0,343.09,11,Q2,11-20 years,0,0,96.15,5,7,2,3
2781,Saloon,576,2003,ATENZA,Red,2021-10-17,103,2021,10,Oct,Sunday,Mazda,Standard,Waikato,New Zealand,513800.0,21.5,18,Q4,11-20 years,0,0,71.82,7,1,4,3
2782,Saloon,619,2002,CAMRY,Red,2022-04-02,108,2022,4,Apr,Saturday,Toyota,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,20,Q2,11-20 years,0,0,53.83,6,7,2,3
2783,Hatchback,592,2014,208,Blue,2022-04-01,103,2022,4,Apr,Friday,Peugeot,Standard,Waikato,New Zealand,513800.0,21.5,8,Q2,6-10 years,0,0,71.82,5,7,2,2
2784,Hatchback,619,2007,BLADE,Black,2021-12-25,108,2021,12,Dec,Saturday,Toyota,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,14,Q4,11-20 years,0,0,53.83,6,3,4,3
2785,Hatchback,576,2005,DEMIO,Purple,2022-03-23,109,2022,3,Mar,Wednesday,Mazda,Standard,Wellington,New Zealand,543500.0,67.52,17,Q1,11-20 years,0,0,76.72,3,6,1,3
2786,Saloon,512,2008,323I,Black,2022-01-27,102,2022,1,Jan,Thursday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,14,Q1,11-20 years,1,0,96.15,4,4,1,3
2787,Hatchback,611,2007,SWIFT,Grey,2021-11-16,102,2021,11,Nov,Tuesday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,0,96.15,2,2,4,3
2788,Utility,548,2015,COLORADO,Black,2022-01-12,116,2022,1,Jan,Wednesday,Holden,Standard,Southland,New Zealand,102400.0,3.28,7,Q1,6-10 years,0,0,25.39,3,4,1,2
2789,Hatchback,576,2008,AXELA,White,2021-10-17,105,2021,10,Oct,Sunday,Mazda,Standard,Gisborne,New Zealand,52100.0,6.21,13,Q4,11-20 years,0,0,335.89,7,1,4,3
2790,Stationwagon,610,2005,LEGACY,White,2021-10-24,114,2021,10,Oct,Sunday,Subaru,Standard,Canterbury,New Zealand,655000.0,14.72,16,Q4,11-20 years,0,0,100.76,7,1,4,3
2791,Hatchback,548,2015,CRUZE,Silver,2021-11-18,104,2021,11,Nov,Thursday,Holden,Standard,Bay of Plenty,New Zealand,347700.0,28.8,6,Q4,6-10 years,0,0,127.98,4,2,4,2
2792,Hatchback,550,2001,INTEGRA,White,2022-03-05,102,2022,3,Mar,Saturday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,21,Q1,20+ years,0,0,96.15,6,6,1,4
2793,Stationwagon,580,2006,OUTLANDER,White,2021-12-06,114,2021,12,Dec,Monday,Mitsubishi,Standard,Canterbury,New Zealand,655000.0,14.72,15,Q4,11-20 years,0,0,100.76,1,3,4,3
2794,Stationwagon,576,2007,ATENZA,Red,2021-12-06,102,2021,12,Dec,Monday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,0,96.15,1,3,4,3
2795,Hatchback,587,2006,TIIDA,Grey,2022-03-02,103,2022,3,Mar,Wednesday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,16,Q1,11-20 years,0,0,71.82,3,6,1,3
2796,Hatchback,576,2009,AXELA,Grey,2022-02-19,103,2022,2,Feb,Saturday,Mazda,Standard,Waikato,New Zealand,513800.0,21.5,13,Q1,11-20 years,0,0,71.82,6,5,1,3
2797,Hatchback,576,2009,AXELA,Grey,2022-02-24,103,2022,2,Feb,Thursday,Mazda,Standard,Waikato,New Zealand,513800.0,21.5,13,Q1,11-20 years,0,0,71.82,4,5,1,3
2798,Utility,540,2003,COURIER,Green,2021-12-22,109,2021,12,Dec,Wednesday,Ford,Standard,Wellington,New Zealand,543500.0,67.52,18,Q4,11-20 years,0,0,76.72,3,3,4,3
2799,Stationwagon,576,2003,FAMILIA,Silver,2022-02-27,104,2022,2,Feb,Sunday,Mazda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,19,Q1,11-20 years,0,0,127.98,7,5,1,3
2800,Saloon,507,2009,S4,Silver,2022-02-26,102,2022,2,Feb,Saturday,Audi,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,0,0,96.15,6,5,1,3
2801,Stationwagon,611,2007,GRAND VITARA,Brown,2022-03-28,109,2022,3,Mar,Monday,Suzuki,Standard,Wellington,New Zealand,543500.0,67.52,15,Q1,11-20 years,0,0,76.72,1,6,1,3
2802,Stationwagon,550,2004,ODYSSEY,Grey,2022-03-07,109,2022,3,Mar,Monday,Honda,Standard,Wellington,New Zealand,543500.0,67.52,18,Q1,11-20 years,0,0,76.72,1,6,1,3
2803,Stationwagon,576,2003,ATENZA,White,2022-04-05,102,2022,4,Apr,Tuesday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,19,Q2,11-20 years,0,0,96.15,2,7,2,3
2804,Stationwagon,610,2006,FORESTER,Silver,2022-04-05,102,2022,4,Apr,Tuesday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q2,11-20 years,0,0,96.15,2,7,2,3
2805,Convertible,512,2008,335I,Black,2021-11-21,102,2021,11,Nov,Sunday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,13,Q4,11-20 years,1,0,96.15,7,2,4,3
2806,Saloon,580,2007,GALANT,Grey,2022-03-12,109,2022,3,Mar,Saturday,Mitsubishi,Standard,Wellington,New Zealand,543500.0,67.52,15,Q1,11-20 years,0,0,76.72,6,6,1,3
2807,Other Truck,556,2015,F SERIES,White,2022-02-28,108,2022,2,Feb,Monday,Isuzu,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,7,Q1,6-10 years,0,0,53.83,1,5,1,2
2808,Stationwagon,610,2000,IMPREZA,Red,2021-10-27,109,2021,10,Oct,Wednesday,Subaru,Standard,Wellington,New Zealand,543500.0,67.52,21,Q4,20+ years,0,0,76.72,3,1,4,4
2809,Stationwagon,576,2007,PREMACY,Purple,2022-03-01,102,2022,3,Mar,Tuesday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,0,96.15,2,6,1,3
2810,Hatchback,633,2008,GOLF,Blue,2021-11-10,114,2021,11,Nov,Wednesday,Volkswagen,Standard,Canterbury,New Zealand,655000.0,14.72,13,Q4,11-20 years,0,0,100.76,3,2,4,3
2811,Hatchback,587,2005,NOTE,White,2021-10-18,102,2021,10,Oct,Monday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,1,1,4,3
2812,Hatchback,611,2005,SWIFT,Grey,2021-11-16,102,2021,11,Nov,Tuesday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,2,2,4,3
2813,Saloon,550,2001,TORNEO,Grey,2022-04-04,109,2022,4,Apr,Monday,Honda,Standard,Wellington,New Zealand,543500.0,67.52,21,Q2,20+ years,0,0,76.72,1,7,2,4
2814,Hatchback,633,2005,GOLF,Black,2021-12-20,102,2021,12,Dec,Monday,Volkswagen,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,1,3,4,3
2815,Trailer - Heavy,549,1974,TRAILER,White,2022-01-23,114,2022,1,Jan,Sunday,Homebuilt,Standard,Canterbury,New Zealand,655000.0,14.72,48,Q1,20+ years,0,0,100.76,7,4,1,4
2816,Saloon,550,2006,ACCORD,Silver,2022-02-28,104,2022,2,Feb,Monday,Honda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,16,Q1,11-20 years,0,0,127.98,1,5,1,3
2817,Light Van,540,1978,FALCON,Blue,2021-11-10,111,2021,11,Nov,Wednesday,Ford,Standard,Nelson,New Zealand,54500.0,129.15,43,Q4,20+ years,0,0,168.81,3,2,4,4
2818,Hatchback,619,2015,AQUA,Silver,2021-11-14,102,2021,11,Nov,Sunday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,0,96.15,7,2,4,2
2819,Utility,619,1996,HILUX,White,2021-12-21,115,2021,12,Dec,Tuesday,Toyota,Standard,Otago,New Zealand,246000.0,7.89,25,Q4,20+ years,0,0,56.5,2,3,4,4
2820,Trailer,623,1965,BURNETTS,Silver,2021-12-18,114,2021,12,Dec,Saturday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,56,Q4,20+ years,0,0,100.76,6,3,4,4
2821,Boat Trailer,623,2007,BOAT - JET SKI,Grey,2022-02-14,102,2022,2,Feb,Monday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,0,96.15,1,5,1,3
2822,Trailer,538,2007,BRENT SMITH TRAILERS,Silver,2022-02-08,104,2022,2,Feb,Tuesday,Factory Built,Standard,Bay of Plenty,New Zealand,347700.0,28.8,15,Q1,11-20 years,0,0,127.98,2,5,1,3
2823,Boat Trailer,623,2006,BOAT,Silver,2021-12-27,107,2021,12,Dec,Monday,Trailer,Standard,Taranaki,New Zealand,127300.0,17.55,15,Q4,11-20 years,0,0,87.98,1,3,4,3
2824,Trailer - Heavy,623,2007,LOCAL,Grey,2021-11-26,103,2021,11,Nov,Friday,Trailer,Standard,Waikato,New Zealand,513800.0,21.5,14,Q4,11-20 years,0,0,71.82,5,2,4,3
2825,Trailer,623,1982,HOMEMADE,Red,2022-01-25,114,2022,1,Jan,Tuesday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,40,Q1,20+ years,0,0,100.76,2,4,1,4
2826,Trailer - Heavy,623,2007,PRESCOT TANDEM WHEEL,Silver,2022-01-28,102,2022,1,Jan,Friday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,0,96.15,5,4,1,3
2827,Trailer,623,2000,HOMEBUILT,Silver,2021-12-06,104,2021,12,Dec,Monday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,21,Q4,20+ years,0,0,127.98,1,3,4,4
2828,Caravan,519,1994,COMPASS VANTAGE,White,2021-11-29,102,2021,11,Nov,Monday,Caravan,Standard,Auckland,New Zealand,1695200.0,343.09,27,Q4,20+ years,0,0,96.15,1,2,4,4
2829,Trailer,623,2007,BOX,Silver,2022-03-09,101,2022,3,Mar,Wednesday,Trailer,Standard,Northland,New Zealand,201500.0,16.11,15,Q1,11-20 years,0,0,116.13,3,6,1,3
2830,Trailer - Heavy,623,2007,MOTORBIKE,Silver,2021-12-07,102,2021,12,Dec,Tuesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,0,96.15,2,3,4,3
2831,Boat Trailer,623,2007,BOAT SMARTWAVE,Silver,2021-11-23,111,2021,11,Nov,Tuesday,Trailer,Standard,Nelson,New Zealand,54500.0,129.15,14,Q4,11-20 years,0,0,168.81,2,2,4,3
2832,Stationwagon,610,2006,LEGACY,Grey,2022-04-04,114,2022,4,Apr,Monday,Subaru,Standard,Canterbury,New Zealand,655000.0,14.72,16,Q2,11-20 years,0,0,100.76,1,7,2,3
2833,Utility,540,2007,RANGER,White,2022-03-10,101,2022,3,Mar,Thursday,Ford,Standard,Northland,New Zealand,201500.0,16.11,15,Q1,11-20 years,0,0,116.13,4,6,1,3
2834,Stationwagon,576,2005,PREMACY,Silver,2022-03-21,101,2022,3,Mar,Monday,Mazda,Standard,Northland,New Zealand,201500.0,16.11,17,Q1,11-20 years,0,0,116.13,1,6,1,3
2835,Utility,548,2012,COMMODORE,Black,2022-02-24,102,2022,2,Feb,Thursday,Holden,Standard,Auckland,New Zealand,1695200.0,343.09,10,Q1,6-10 years,0,0,96.15,4,5,1,2
2836,Saloon,610,2009,IMPREZA,Silver,2022-03-20,102,2022,3,Mar,Sunday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,0,0,96.15,7,6,1,3
2837,Saloon,577,2000,C200,Silver,2021-12-22,102,2021,12,Dec,Wednesday,Mercedes-Benz,Luxury,Auckland,New Zealand,1695200.0,343.09,21,Q4,20+ years,1,0,96.15,3,3,4,4
2838,Saloon,619,2005,ALLION,Silver,2022-03-26,102,2022,3,Mar,Saturday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,0,0,96.15,6,6,1,3
2839,Saloon,587,2006,SKYLINE,Red,2021-11-22,103,2021,11,Nov,Monday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,15,Q4,11-20 years,0,0,71.82,1,2,4,3
2840,Stationwagon,587,2005,PRESAGE,Blue,2021-11-29,102,2021,11,Nov,Monday,Nissan,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q4,11-20 years,0,0,96.15,1,2,4,3
2841,Light Bus,587,2009,CARAVAN,Silver,2022-01-31,101,2022,1,Jan,Monday,Nissan,Standard,Northland,New Zealand,201500.0,16.11,13,Q1,11-20 years,0,0,116.13,1,4,1,3
2842,Stationwagon,619,2015,HIGHLANDER,Grey,2021-11-25,114,2021,11,Nov,Thursday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,6,Q4,6-10 years,0,0,100.76,4,2,4,2
2843,Hatchback,633,2003,POLO,Red,2022-01-15,102,2022,1,Jan,Saturday,Volkswagen,Standard,Auckland,New Zealand,1695200.0,343.09,19,Q1,11-20 years,0,0,96.15,6,4,1,3
2844,Hatchback,521,2015,J3,Red,2022-01-07,103,2022,1,Jan,Friday,Chery,Standard,Waikato,New Zealand,513800.0,21.5,7,Q1,6-10 years,0,0,71.82,5,4,1,2
2845,Saloon,619,2006,MARKX,White,2022-03-28,109,2022,3,Mar,Monday,Toyota,Standard,Wellington,New Zealand,543500.0,67.52,16,Q1,11-20 years,0,0,76.72,1,6,1,3
2846,Hatchback,611,2012,SWIFT,Silver,2021-12-31,114,2021,12,Dec,Friday,Suzuki,Standard,Canterbury,New Zealand,655000.0,14.72,9,Q4,6-10 years,0,0,100.76,5,3,4,2
